X,Y,profile_id,profile_layer_id,country_name,upper_depth,lower_depth,layer_name,litter,wv0500_value,wv0500_value_avg,wv0500_method,wv0500_date,wv0500_dataset_id,wv0500_profile_code,wv0500_licence
25.423611,-24.418889,48649,92761,Botswana,10,45,Bt,0,"{1:8.00,2:8.00,3:8.00}",8,"{""1:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified"",""2:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified"",""3:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified""}","{1:1988-10-1,2:1988-10-1,3:1988-10-1}",AF-AfSP,BW SOTER_MW0901,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
25.423611,-24.418889,48649,92762,Botswana,45,75,Btk1,0,"{1:10.00,2:10.00,3:10.00}",10,"{""1:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified"",""2:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified"",""3:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified""}","{1:1988-10-1,2:1988-10-1,3:1988-10-1}",AF-AfSP,BW SOTER_MW0901,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
25.423611,-24.418889,48649,92763,Botswana,75,115,Btk2,0,"{1:13.00,2:13.00,3:13.00}",13,"{""1:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified"",""2:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified"",""3:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified""}","{1:1988-10-1,2:1988-10-1,3:1988-10-1}",AF-AfSP,BW SOTER_MW0901,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
25.476111,-18.604444,48668,92828,Botswana,5,23,A2,0,"{1:23.00,2:23.00,3:23.00}",23,"{""1:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified"",""2:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified"",""3:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified""}","{1:1987-10-1,2:1987-10-1,3:1987-10-1}",AF-AfSP,BW SOTER_PA0903,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
25.476111,-18.604444,48668,92830,Botswana,50,85,B2,0,"{1:24.00,2:24.00,3:24.00}",24,"{""1:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified"",""2:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified"",""3:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified""}","{1:1987-10-1,2:1987-10-1,3:1987-10-1}",AF-AfSP,BW SOTER_PA0903,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
25.944444,-24.561111,48760,93188,Botswana,0,11,Ap,0,"{1:4.00,2:4.00,3:4.00}",4,"{""1:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified"",""2:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified"",""3:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified""}","{1:1986-4-1,2:1986-4-1,3:1986-4-1}",AF-AfSP,BW SOTER_G0901,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
25.944444,-24.561111,48760,93189,Botswana,11,33,A,0,"{1:4.00,2:4.00,3:4.00}",4,"{""1:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified"",""2:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified"",""3:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified""}","{1:1986-4-1,2:1986-4-1,3:1986-4-1}",AF-AfSP,BW SOTER_G0901,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
25.944444,-24.561111,48760,93190,Botswana,33,51,Bt1,0,"{1:6.00,2:6.00,3:6.00}",6,"{""1:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified"",""2:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified"",""3:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified""}","{1:1986-4-1,2:1986-4-1,3:1986-4-1}",AF-AfSP,BW SOTER_G0901,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
25.944444,-24.561111,48760,93192,Botswana,97,180,Bt3,0,"{1:7.00,2:7.00,3:7.00}",7,"{""1:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified"",""2:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified"",""3:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified""}","{1:1986-4-1,2:1986-4-1,3:1986-4-1}",AF-AfSP,BW SOTER_G0901,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
26.563333,-23.122222,48806,93411,Botswana,10,25,Bt1,0,"{1:10.00,2:10.00,3:10.00}",10,"{""1:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified"",""2:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified"",""3:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified""}","{1:1988-10-1,2:1988-10-1,3:1988-10-1}",AF-AfSP,BW SOTER_SH0904,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
26.563333,-23.122222,48806,93412,Botswana,25,80,Bt2,0,"{1:12.00,2:12.00,3:12.00}",12,"{""1:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified"",""2:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified"",""3:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified""}","{1:1988-10-1,2:1988-10-1,3:1988-10-1}",AF-AfSP,BW SOTER_SH0904,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
26.563333,-23.122222,48806,93413,Botswana,80,120,Bt3,0,"{1:13.00,2:13.00,3:13.00}",13,"{""1:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified"",""2:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified"",""3:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified""}","{1:1988-10-1,2:1988-10-1,3:1988-10-1}",AF-AfSP,BW SOTER_SH0904,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
28.831667,-21.973889,48964,94064,Botswana,0,14,A,0,"{1:15.00,2:15.00,3:15.00}",15,"{""1:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified"",""2:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified"",""3:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified""}","{1:1989-4-1,2:1989-4-1,3:1989-4-1}",AF-AfSP,BW SOTER_BE0903,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
-0.950167,9.353028,52221,107373,Ghana,0,20,Apg,0,"{1:5.70,2:5.70,3:5.70}",5.7,"{""1:device = pressure plate extractor, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content). Presumed; w/w % converted by bulk density if presented, method = desorption, pressure, sample type = undisturbed soil in metal/PVC-ring (soil core), tension = kPa=33, cm water head=337.1, bar=0.33, pF=2.5, treatment = field moist condition, then saturated"",""2:device = pressure plate extractor, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content). Presumed; w/w % converted by bulk density if presented, method = desorption, pressure, sample type = undisturbed soil in metal/PVC-ring (soil core), tension = kPa=33, cm water head=337.1, bar=0.33, pF=2.5, treatment = field moist condition, then saturated"",""3:device = pressure plate extractor, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content). Presumed; w/w % converted by bulk density if presented, method = desorption, pressure, sample type = undisturbed soil in metal/PVC-ring (soil core), tension = kPa=33, cm water head=337.1, bar=0.33, pF=2.5, treatment = field moist condition, then saturated""}","{1:2009-??-??,2:2009-??-??,3:2009-??-??}",AF-AfSP,GH 28686_GOV1,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
-0.950167,9.353028,52221,107374,Ghana,20,50,Btg1,0,"{1:5.11,2:5.11,3:5.11}",5.11,"{""1:device = pressure plate extractor, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content). Presumed; w/w % converted by bulk density if presented, method = desorption, pressure, sample type = undisturbed soil in metal/PVC-ring (soil core), tension = kPa=33, cm water head=337.1, bar=0.33, pF=2.5, treatment = field moist condition, then saturated"",""2:device = pressure plate extractor, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content). Presumed; w/w % converted by bulk density if presented, method = desorption, pressure, sample type = undisturbed soil in metal/PVC-ring (soil core), tension = kPa=33, cm water head=337.1, bar=0.33, pF=2.5, treatment = field moist condition, then saturated"",""3:device = pressure plate extractor, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content). Presumed; w/w % converted by bulk density if presented, method = desorption, pressure, sample type = undisturbed soil in metal/PVC-ring (soil core), tension = kPa=33, cm water head=337.1, bar=0.33, pF=2.5, treatment = field moist condition, then saturated""}","{1:2009-??-??,2:2009-??-??,3:2009-??-??}",AF-AfSP,GH 28686_GOV1,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
-0.950167,9.353028,52221,107375,Ghana,50,76,Btg2,0,"{1:6.79,2:6.79,3:6.79}",6.79,"{""1:device = pressure plate extractor, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content). Presumed; w/w % converted by bulk density if presented, method = desorption, pressure, sample type = undisturbed soil in metal/PVC-ring (soil core), tension = kPa=33, cm water head=337.1, bar=0.33, pF=2.5, treatment = field moist condition, then saturated"",""2:device = pressure plate extractor, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content). Presumed; w/w % converted by bulk density if presented, method = desorption, pressure, sample type = undisturbed soil in metal/PVC-ring (soil core), tension = kPa=33, cm water head=337.1, bar=0.33, pF=2.5, treatment = field moist condition, then saturated"",""3:device = pressure plate extractor, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content). Presumed; w/w % converted by bulk density if presented, method = desorption, pressure, sample type = undisturbed soil in metal/PVC-ring (soil core), tension = kPa=33, cm water head=337.1, bar=0.33, pF=2.5, treatment = field moist condition, then saturated""}","{1:2009-??-??,2:2009-??-??,3:2009-??-??}",AF-AfSP,GH 28686_GOV1,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
-0.949722,9.355,52222,107378,Ghana,0,18,Apg,0,"{1:7.68,2:7.68,3:7.68}",7.68,"{""1:device = pressure plate extractor, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content). Presumed; w/w % converted by bulk density if presented, method = desorption, pressure, sample type = undisturbed soil in metal/PVC-ring (soil core), tension = kPa=33, cm water head=337.1, bar=0.33, pF=2.5, treatment = field moist condition, then saturated"",""2:device = pressure plate extractor, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content). Presumed; w/w % converted by bulk density if presented, method = desorption, pressure, sample type = undisturbed soil in metal/PVC-ring (soil core), tension = kPa=33, cm water head=337.1, bar=0.33, pF=2.5, treatment = field moist condition, then saturated"",""3:device = pressure plate extractor, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content). Presumed; w/w % converted by bulk density if presented, method = desorption, pressure, sample type = undisturbed soil in metal/PVC-ring (soil core), tension = kPa=33, cm water head=337.1, bar=0.33, pF=2.5, treatment = field moist condition, then saturated""}","{1:2009-??-??,2:2009-??-??,3:2009-??-??}",AF-AfSP,GH 28686_GOL1,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
-0.949722,9.355,52222,107379,Ghana,18,35,AEg,0,"{1:6.04,2:6.04,3:6.04}",6.04,"{""1:device = pressure plate extractor, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content). Presumed; w/w % converted by bulk density if presented, method = desorption, pressure, sample type = undisturbed soil in metal/PVC-ring (soil core), tension = kPa=33, cm water head=337.1, bar=0.33, pF=2.5, treatment = field moist condition, then saturated"",""2:device = pressure plate extractor, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content). Presumed; w/w % converted by bulk density if presented, method = desorption, pressure, sample type = undisturbed soil in metal/PVC-ring (soil core), tension = kPa=33, cm water head=337.1, bar=0.33, pF=2.5, treatment = field moist condition, then saturated"",""3:device = pressure plate extractor, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content). Presumed; w/w % converted by bulk density if presented, method = desorption, pressure, sample type = undisturbed soil in metal/PVC-ring (soil core), tension = kPa=33, cm water head=337.1, bar=0.33, pF=2.5, treatment = field moist condition, then saturated""}","{1:2009-??-??,2:2009-??-??,3:2009-??-??}",AF-AfSP,GH 28686_GOL1,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
-0.949722,9.355,52222,107380,Ghana,35,55,Btg,0,"{1:9.99,2:9.99,3:9.99}",9.99,"{""1:device = pressure plate extractor, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content). Presumed; w/w % converted by bulk density if presented, method = desorption, pressure, sample type = undisturbed soil in metal/PVC-ring (soil core), tension = kPa=33, cm water head=337.1, bar=0.33, pF=2.5, treatment = field moist condition, then saturated"",""2:device = pressure plate extractor, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content). Presumed; w/w % converted by bulk density if presented, method = desorption, pressure, sample type = undisturbed soil in metal/PVC-ring (soil core), tension = kPa=33, cm water head=337.1, bar=0.33, pF=2.5, treatment = field moist condition, then saturated"",""3:device = pressure plate extractor, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content). Presumed; w/w % converted by bulk density if presented, method = desorption, pressure, sample type = undisturbed soil in metal/PVC-ring (soil core), tension = kPa=33, cm water head=337.1, bar=0.33, pF=2.5, treatment = field moist condition, then saturated""}","{1:2009-??-??,2:2009-??-??,3:2009-??-??}",AF-AfSP,GH 28686_GOL1,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
147.4507141113,-34.2229232788,524841,2300472,Australia,40,60,,0,{1:23.00},23,"{""1:device = pressure plate extractor, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = desorption, pressure, sample type = undisturbed soil in metal/PVC-ring (soil core), tension = kPa=500, cm water head=5085.0, bar=5.00, pF=3.7, treatment = not specified""}",{1:1991-2-1},AU-CSIRO,899|SSM|SSM107|1,"Attribution 4.0 International (CC BY 4.0), https://creativecommons.org/licenses/by/4.0/"
34.5,-0.5,52643,109703,Kenya,0,25,Ah,0,"{1:24.00,2:24.00,3:24.00}",24,"{""1:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified"",""2:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified"",""3:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified""}","{1:1975-8-1,2:1975-8-1,3:1975-8-1}",AF-AfSP,KE SOTER_130/1-EX17,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
34.5,-0.5,52643,109704,Kenya,25,70,Bu,0,"{1:27.00,2:27.00,3:27.00}",27,"{""1:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified"",""2:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified"",""3:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified""}","{1:1975-8-1,2:1975-8-1,3:1975-8-1}",AF-AfSP,KE SOTER_130/1-EX17,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
34.5158,-0.65639,52644,109706,Kenya,0,30,Au1,0,"{1:32.00,2:32.00,3:32.00}",32,"{""1:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified"",""2:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified"",""3:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified""}","{1:1975-9-1,2:1975-9-1,3:1975-9-1}",AF-AfSP,KE SOTER_130/1-EX14,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
34.5158,-0.65639,52644,109707,Kenya,30,44,Au2,0,"{1:33.00,2:33.00,3:33.00}",33,"{""1:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified"",""2:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified"",""3:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified""}","{1:1975-9-1,2:1975-9-1,3:1975-9-1}",AF-AfSP,KE SOTER_130/1-EX14,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
34.5158,-0.65639,52644,109708,Kenya,44,80,Bt1,0,"{1:33.00,2:33.00,3:33.00}",33,"{""1:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified"",""2:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified"",""3:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified""}","{1:1975-9-1,2:1975-9-1,3:1975-9-1}",AF-AfSP,KE SOTER_130/1-EX14,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
34.57,-0.87,52648,109723,Kenya,0,18,Ah,0,"{1:24.00,2:24.00,3:24.00}",24,"{""1:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified"",""2:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified"",""3:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified""}","{1:1975-9-1,2:1975-9-1,3:1975-9-1}",AF-AfSP,KE SOTER_130/3-RAN2,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
34.57,-0.87,52648,109725,Kenya,36,80,Bt1,0,"{1:23.00,2:23.00,3:23.00}",23,"{""1:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified"",""2:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified"",""3:device = tension table, expression = volume base; volume of water per unit volume of moist soil (v/v, volumetric water content), method = saturation (pF 0), sample type = not specified, tension = kPa=0.1, cm water head=1.0, bar=0.001, pF=0.0, treatment = not specified""}","{1:1975-9-1,2:1975-9-1,3:1975-9-1}",AF-AfSP,KE SOTER_130/3-RAN2,"Attribution-NonCommercial 3.0 International (CC BY-NC 3.0), https://creativecommons.org/licenses/by-nc/3.0/"
