Country,Year,pest_tonnes,N2O_kilotonnes,ave_rain($mm$),ave_temp($^\circ C$),Item,hg/ha_yield
Rwanda,2010,954,4.7528,110.96666666666665,19.799999999999997,Maize,23416
Rwanda,2010,954,4.7528,110.96666666666665,19.799999999999997,Potatoes,118679
Rwanda,2010,954,4.7528,110.96666666666665,19.799999999999997,Tea,16421
Seychelles,2010,19,0.0089,142.425,27.933333333333334,Bananas,197778
Seychelles,2010,19,0.0089,142.425,27.933333333333334,Cassava,125333
Seychelles,2010,19,0.0089,142.425,27.933333333333334,Tea,4712
Uganda,2010,88,30.062,113.20833333333333,23.90833333333333,Bananas,41958
Uganda,2010,88,30.062,113.20833333333333,23.90833333333333,Cassava,61471
Uganda,2010,88,30.062,113.20833333333333,23.90833333333333,"Coffee, green",6125
Uganda,2010,88,30.062,113.20833333333333,23.90833333333333,Maize,22999
Uganda,2010,88,30.062,113.20833333333333,23.90833333333333,Potatoes,47714
Uganda,2010,88,30.062,113.20833333333333,23.90833333333333,Tea,19452
Zambia,2010,1670,17.7199,86.36666666666667,22.65833333333333,Bananas,34286
Zambia,2010,1670,17.7199,86.36666666666667,22.65833333333333,Cassava,57964
Zambia,2010,1670,17.7199,86.36666666666667,22.65833333333333,"Coffee, green",9045
Zambia,2010,1670,17.7199,86.36666666666667,22.65833333333333,Maize,25871
Zambia,2010,1670,17.7199,86.36666666666667,22.65833333333333,Potatoes,162228
Zambia,2010,1670,17.7199,86.36666666666667,22.65833333333333,Tea,14097
Zimbabwe,2010,3305,13.4716,57.458333333333336,22.2,Bananas,60604
Zimbabwe,2010,3305,13.4716,57.458333333333336,22.2,Cassava,45132
Zimbabwe,2010,3305,13.4716,57.458333333333336,22.2,"Coffee, green",3929
